X_SMHI;Y_SMHI;Name;Year;Month;Day;Depth m;Temp_ øC;pH ;Cond_ mS/m25øC;Ca meq/l;Mg meq/l;Na meq/l;K meq/l;Alk_/Acid meq/l;SO4_IC meq/l;Cl meq/l;NO2+NO3-N ug/l;Tot-N_ps ug/l;Tot-P ug/l;Abs__F 420nm/5cm;TOC mg/l;Si mg/l
643839;146988;TRANGÖLEN;2005;11;18;1;4.4;6.55;8.62;0.605;0.114;0.158;0.022;0.505;0.112;0.151;24;548;24;0.221;12.9;3.72
644096;154024;VINDOMMEN;2005;11;17;1;7.5;7.43;8.88;0.41;0.242;0.191;0.056;0.466;0.189;0.139;6;370;30;0.053;8.9;0.1
644167;147790;ÄMTEFALLSJÖN;2005;11;18;1;4.7;7.36;18.3;1.623;0.135;0.193;0.035;1.404;0.211;0.206;94;803;17;0.177;14.2;2.64
644188;154523;RAMMSJÖN;2005;11;17;1;6;7.13;10.5;0.378;0.241;0.367;0.049;0.302;0.243;0.326;81;542;50;0.162;13.6;0.45
644235;151811;ANTVARDEN;2005;11;17;1;6.4;7.09;8.57;0.5;0.136;0.19;0.035;0.366;0.163;0.182;30;513;9;0.102;12;0.48
644353;151679;MOSSJÖN;2005;11;17;1;5.6;6.83;9.15;0.679;0.172;0.159;0.033;0.32;0.238;0.111;96;1171;24;0.714;34.7;1.8
644398;147343;LILLA FARSBOSJÖN;2005;11;18;1;5;7.28;9.4;0.76;0.091;0.129;0.015;0.659;0.08;0.131;33;770;17;0.165;12.3;2.84
644509;151402;STORA BJÄN;2005;11;17;1;6.8;7.24;8.27;0.531;0.146;0.142;0.035;0.419;0.164;0.107;16;409;12;0.123;13.2;0.7
644562;145288;TORRSJÖN;2005;11;18;1;4.2;7.57;11.8;0.902;0.139;0.196;0.031;0.771;0.126;0.178;83;851;25;0.134;17.7;1.74
644586;150882;SIGGEBOSJÖN;2005;11;18;1;5.7;6.85;4.42;0.256;0.059;0.11;0.015;0.235;0.044;0.097;9;710;19;0.058;7.6;0.33
644727;145497;SOMMEN;2005;11;18;1;6.6;7.58;13.8;0.903;0.155;0.289;0.039;0.683;0.324;0.287;12;605;18;0.043;8.4;1.47
644751;149865;ÅLÄNDERN;2005;11;18;1;7.1;7.44;12.4;0.894;0.176;0.171;0.038;0.75;0.294;0.159;15;345;22;0.071;8.1;0.62
644892;152055;BÅTSJÖN;2005;11;18;1;4.6;7.34;12.2;0.742;0.185;0.26;0.048;0.695;0.167;0.264;166;812;61;0.084;10.5;1.26
645048;150492;HORSFJÄRDEN;2005;11;18;1;7.2;7.05;6.52;0.395;0.093;0.13;0.017;0.291;0.173;0.102;53;479;9;0.033;6.5;0.59
645120;149438;KÅTEBOSJÖN;2005;11;18;1;6.4;7.41;16.6;1.318;0.19;0.21;0.053;1.114;0.32;0.183;112;461;30;0.089;13.1;1.08
645217;151108;BYSJÖN;2005;11;18;1;5.1;7.47;10.4;0.715;0.151;0.175;0.037;0.646;0.168;0.144;62;746;39;0.101;11.7;0.37
645258;153273;STORSJÖN;2005;11;17;1;7.1;7.23;8.63;0.428;0.226;0.18;0.05;0.455;0.17;0.129;76;471;27;0.067;9.3;0.8
645274;152169;TORKELSGÖLEN;2005;11;18;1;4.8;6.93;5.46;0.351;0.105;0.125;0.013;0.261;0.087;0.08;19;531;14;0.314;16.2;2.03
645330;155839;DJUPSJÖN;2005;11;17;1;6.7;7.1;11.5;0.419;0.281;0.371;0.091;0.525;0.178;0.297;94;681;60;0.12;12.3;1.18
645402;147879;DAMMEN;2005;11;18;1;4.1;6.92;12.1;0.979;0.121;0.158;0.026;0.83;0.161;0.178;18;1329;18;0.23;14.3;2.66
645553;151635;ÖJSJÖN;2005;11;18;1;5.2;7.23;10.1;0.62;0.18;0.197;0.038;0.537;0.17;0.191;21;684;17;0.12;13.1;0.8
645759;152336;HEMGÖLEN;2005;11;18;1;1.8;7.18;7.31;0.292;0.192;0.185;0.051;0.372;0.125;0.158;1;488;32;0.076;8.2;0.28
646005;151934;RISTEN;2005;11;18;1;7;7.44;12.7;0.678;0.316;0.245;0.07;0.67;0.318;0.197;82;643;22;0.057;10;0.7
646063;146749;HARGSJÖN;2005;11;18;1;4.6;7.87;22;1.95;0.197;0.239;0.052;1.719;0.308;0.239;153;1153;66;0.108;16.5;1.4
646137;149595;STORA RÄNGEN;2005;11;18;1;7.3;7.55;12.3;0.747;0.187;0.274;0.04;0.627;0.27;0.281;56;677;20;0.047;8.9;1.58
646142;145044;RINNASJÖN;2005;11;18;1;5.6;8.12;52.3;5.133;0.303;0.298;0.137;3.637;1.955;0.35;19;674;55;0.035;9.7;3.8
646150;152735;HÄSTGÖL;2005;11;17;1;6.6;6.81;4.69;0.216;0.089;0.132;0.016;0.177;0.116;0.085;1;306;8;0.037;7.5;0.43
646455;152679;TAGGEN;2005;11;17;1;6.9;6.9;6.18;0.288;0.167;0.15;0.026;0.27;0.131;0.087;47;416;15;0.106;11.3;0.95
646701;152393;GLUPEN;2005;11;17;1;5.9;6.66;4.98;0.202;0.138;0.133;0.021;0.187;0.109;0.079;6;381;10;0.118;11.6;0.43
646953;150510;VÄRNÄSSJÖN;2005;11;18;1;2.4;7.84;14.2;0.862;0.38;0.251;0.079;1.101;0.121;0.211;85;650;167;0.085;18.7;2.25
647411;144338;TÅKERN;2005;11;18;1;1.8;8.02;30.4;2.235;0.431;0.56;0.092;2.136;0.482;0.683;103;880;44;0.048;13.2;1.33
648779;150974;ROXEN;2005;11;18;1;5.4;7.69;16.9;1.06;0.227;0.382;0.054;0.945;0.349;0.309;209;712;61;0.041;7.1;0.68
649478;146964;LILLA LÅNGSJÖN;2005;11;27;1;3.1;6.98;30.2;1.333;0.304;1.2;0.021;0.386;1.063;1.389;7;481;9;0.053;8.1;0.6
650255;145610;BOCKSJÖN;2005;11;27;1;4.8;7.22;9.54;0.597;0.119;0.211;0.026;0.384;0.229;0.215;108;602;12;0.147;11;4.34
650508;146145;SKÄRBON;2005;11;27;1;4.2;6.51;7.36;0.467;0.103;0.179;0.028;0.268;0.126;0.182;37;599;19;0.421;19.4;4.43
650759;149161;HÅRKEN;2005;11;27;1;3.4;6.85;6.75;0.339;0.134;0.153;0.046;0.381;0.053;0.167;13;517;30;0.119;9.4;1.14
650828;152254;BENGTGÖLEN;2005;11;18;1;4.9;6.78;7.32;0.598;0.094;0.117;0.013;0.482;0.059;0.084;15;638;19;0.55;23.3;3.52
650976;150616;GRANSJÖN;2005;11;18;1;5.2;6.86;4.97;0.23;0.106;0.138;0.014;0.21;0.086;0.108;12;944;10;0.087;10.5;0.1
651029;152766;GÄDDGÖLEN;2005;11;18;1;4.6;6.94;7.02;0.65;0.061;0.094;0.015;0.484;0.055;0.069;28;775;13;0.616;25.3;3.13
651198;148522;STORA TRON;2005;11;27;1;4.1;7.03;10;0.523;0.17;0.25;0.04;0.38;0.217;0.286;202;531;34;0.228;12.1;1.39
651376;148317;HÅLSKÖPEGÖLEN;2005;11;27;1;2.5;6.17;12.7;0.833;0.265;0.203;0.092;0.805;0.2;0.163;12;969;94;0.525;27.5;3.23
651395;150644;LILLSJÖN;2005;11;18;1;4.1;6.69;4.2;0.175;0.103;0.131;0.013;0.119;0.083;0.107;30;735;14;0.315;15.9;3.21
651456;147326;TIKHYTTESJÖN;2005;11;27;1;2.9;5.67;2.18;0.049;0.047;0.082;0.012;0.006;0.057;0.064;12;415;9;0.109;6.3;0.59
651465;149747;LILLA SKIREN;2005;11;27;1;3.3;6.9;4.1;0.263;0.053;0.087;0.01;0.155;0.071;0.079;18;339;11;0.157;11.7;0.86
651677;148190;STORA NÄLERN;2005;11;27;1;2.7;7.12;17.1;0.72;0.251;0.58;0.09;0.566;0.324;0.72;176;680;40;0.044;7.2;6.96
651693;147941;ANNSJÖN;2005;11;27;1;3.9;6.99;6.65;0.278;0.094;0.237;0.021;0.177;0.133;0.268;32;369;12;0.083;8.2;1.22
651757;146744;HOLMSJÖN;2005;11;27;1;3.3;6.97;5.56;0.333;0.1;0.12;0.013;0.281;0.086;0.088;27;517;8;0.181;11.1;1.95
651941;148821;HANESJÖN;2005;11;27;1;3;7.06;7.03;0.379;0.121;0.145;0.031;0.227;0.238;0.12;27;708;17;0.092;8.9;1.39
651964;147144;KVASJÖN;2005;11;27;1;3;4.78;3.25;0.141;0.04;0.085;0.009;-0.073;0.022;0.07;22;632;26;1.213;37.1;2.84
652048;152610;FLÄTEN;2005;11;27;1;4.4;7.1;7.87;0.295;0.097;0.332;0.021;0.2;0.131;0.36;40;461;11;0.057;7.4;2.6
652098;146418;BREDSJÖN;2005;11;27;1;3.3;6.83;4.48;0.224;0.082;0.103;0.024;0.152;0.083;0.085;46;550;10;0.163;11.3;1.69
652182;147337;KORGEN;2005;11;27;1;3.4;6.74;4.93;0.363;0.095;0.086;0.017;0.249;0.04;0.069;22;519;12;0.589;22.5;2.68
652197;150950;VISJÖN;2005;11;27;1;4.2;6.8;8.58;0.546;0.147;0.188;0.018;0.48;0.137;0.12;28;981;26;0.231;17.4;0.46
652299;151937;RÖTBASTEGÖLEN;2005;11;27;1;3.7;6.42;7.69;0.338;0.095;0.327;0.017;0.202;0.059;0.335;38;886;21;0.557;24.7;3.47
652301;148820;GULTEN;2005;11;27;1;4.3;7.13;6.11;0.345;0.1;0.124;0.024;0.235;0.172;0.101;50;479;10;0.049;7;1.34
652331;150312;ÖSTJUTEN;2005;11;27;1;4.4;6.95;5.52;0.249;0.105;0.148;0.021;0.166;0.146;0.145;27;365;11;0.07;8.1;1.27
652338;149456;BJÖRKEN;2005;11;27;1;2.2;6.81;7.42;0.406;0.124;0.165;0.033;0.269;0.198;0.169;13;533;19;0.138;11;0.7
652340;150756;LILLSJÖN;2005;11;27;1;3.7;7.02;20.8;1.177;0.287;0.614;0.103;1.179;0.198;0.618;9;926;51;0.381;20.3;4.15
652840;151589;STORA GRYTEN;2005;11;27;1;2.7;6.93;6.32;0.341;0.102;0.154;0.021;0.191;0.164;0.133;23;433;15;0.129;13.4;0.55
653008;148798;AVERN;2005;11;27;1;2.7;7.2;8.36;0.53;0.11;0.162;0.026;0.323;0.214;0.201;56;386;25;0.158;11.9;0.54
653174;150400;HUNN;2005;11;27;1;3.2;6.99;7.19;0.391;0.113;0.164;0.027;0.261;0.189;0.165;58;517;20;0.071;8.6;2.17
653701;148957;SÖRSJÖN;2005;11;27;1;2.8;7.01;6.29;0.566;0.049;0.078;0.009;0.414;0.039;0.062;36;425;10;0.435;19.8;1.65
630804;140641;MALABERGSSJÖN;2005;11;15;1;7.9;7.27;9.67;0.58;0.097;0.29;0.018;0.434;0.06;0.303;117;550;23;0.556;19.5;0.61
632764;136928;HALLASJÖN;2005;11;15;1;7.4;4.52;5.37;0.087;0.065;0.2;0.019;-0.085;0.072;0.224;67;720;16;0.752;28.6;0.94
632860;138338;SÖDRA FYLLEN;2005;11;15;1;7.9;7.35;8.09;0.437;0.111;0.22;0.022;0.329;0.116;0.236;58;481;19;0.136;10.7;0.65
633051;138296;NORRA FYLLEN;2005;11;15;1;8.2;6.96;7.03;0.292;0.111;0.215;0.022;0.211;0.121;0.222;37;445;19;0.185;10.1;0.65
633104;133822;HENSJÖN;2005;11;14;1;8.4;6.93;7.58;0.411;0.088;0.22;0.022;0.279;0.1;0.245;118;408;23;0.393;23.4;1.46
633118;140608;LÅNGEN;2005;11;15;1;7.9;6.98;6.6;0.258;0.121;0.213;0.027;0.175;0.126;0.209;82;506;24;0.228;12.4;0.72
633200;136200;MELLANSJÖN;2005;11;15;1;8.1;7;7.07;0.262;0.105;0.189;0.061;0.22;0.116;0.249;100;559;21;0.079;7.4;0.25
633429;140162;KUPESJÖN;2005;11;15;1;7.7;6.71;6.74;0.455;0.077;0.151;0.02;0.289;0.07;0.158;88;476;25;0.601;21.4;0.92
633573;134452;HESTRASJÖN;2005;11;15;1;7.4;6.16;5.91;0.223;0.098;0.228;0.028;0.044;0.087;0.234;190;707;55;0.779;27.9;0.98
633640;138766;KASSASJÖN;2005;11;15;1;7.8;6.99;6.99;0.328;0.099;0.214;0.022;0.206;0.112;0.224;106;376;13;0.312;13.6;0.75
633911;134035;HURVEN;2005;11;15;1;8.5;7.08;6.78;0.318;0.076;0.226;0.014;0.204;0.094;0.246;117;341;8;0.137;8.7;0.29
633981;134913;SAMSERYDSSJÖN;2005;11;15;1;7.8;7.15;7.13;0.324;0.109;0.199;0.033;0.276;0.093;0.224;94;446;25;0.158;9.9;0.23
633989;140731;ÄLGARYDSSJÖN;2005;11;15;1;7.6;5.28;4.12;0.116;0.059;0.152;0.019;-0.013;0.069;0.16;79;476;30;0.633;21.3;0.76
634005;135980;BRAMMSJÖN;2005;11;15;1;7.3;6.96;9.69;0.542;0.079;0.332;0.017;0.379;0.078;0.359;82;332;13;0.48;18.4;0.73
634225;138425;HERRESTADSJÖN;2005;11;15;1;7.8;7.05;7.13;0.287;0.127;0.227;0.035;0.209;0.121;0.236;110;504;20;0.223;10.8;1.22
634358;144361;FERESJÖN;2005;11;15;1;7.5;7.28;7.77;0.363;0.145;0.194;0.033;0.34;0.126;0.196;69;400;10;0.095;9;0.65
634393;141813;LINDÖSGÖL;2005;11;15;1;7.5;7.01;5.03;0.315;0.07;0.118;0.015;0.21;0.045;0.129;38;459;19;0.556;16.9;0.54
634580;139854;HINDSEN;2005;11;15;1;8.2;6.73;5.75;0.188;0.092;0.189;0.028;0.111;0.135;0.21;22;239;11;0.07;6.6;0.16
634599;135343;SÖINGEN;2005;11;15;1;8;6.84;6.51;0.375;0.085;0.187;0.021;0.206;0.087;0.2;129;389;31;0.543;20.6;0.58
634690;142635;ALLGUNNEN;2005;11;15;1;8;7.09;6.62;0.253;0.11;0.228;0.026;0.158;0.142;0.228;79;518;12;0.095;9.9;0.32
634726;146263;BIRKESJÖ;2005;11;17;1;5.6;6.46;3.88;0.122;0.073;0.152;0.009;0.053;0.089;0.126;22;373;18;0.344;11.6;1.27
634972;145968;YXANSHULTASJÖN;2005;11;17;1;5.2;6.89;10.6;0.456;0.095;0.456;0.019;0.32;0.11;0.404;20;408;15;0.262;13.3;1.16
634990;146556;KNOTTOPASJÖN;2005;11;17;1;6.3;7.27;6.53;0.511;0.074;0.137;0.015;0.355;0.055;0.118;40;492;16;0.58;21.7;1.41
635018;138790;KALVASJÖN;2005;11;15;1;7.5;5.22;3.63;0.098;0.054;0.145;0.015;-0.019;0.031;0.168;68;510;36;0.606;22.3;0.98
635132;135475;LÖBBOSJÖN;2005;11;15;1;7.7;6.99;7.51;0.436;0.099;0.175;0.03;0.333;0.078;0.194;237;512;22;0.456;15.6;0.42
635144;144059;KALLSJÖN;2005;11;15;1;7.2;7.17;6.45;0.25;0.129;0.194;0.049;0.216;0.129;0.169;115;356;18;0.163;12;0.3
635309;143359;GALTARYDSSJÖN;2005;11;15;1;7.3;7.52;10.8;0.756;0.133;0.198;0.046;0.782;0.055;0.171;38;519;28;0.212;13.4;0.38
635601;135059;LOMMAGÖLEN;2005;11;15;1;7.4;6.61;6.77;0.401;0.072;0.17;0.022;0.246;0.072;0.21;107;490;14;0.51;18.1;0.58
635696;144712;LILLESJÖN;2005;11;17;1;5.9;6.82;6.97;0.336;0.15;0.197;0.039;0.36;0.082;0.146;58;614;24;0.652;16.8;2.96
635820;143247;NORRSJÖN;2005;11;15;1;7.4;7.14;7.42;0.371;0.106;0.221;0.028;0.272;0.119;0.221;78;536;19;0.267;14.3;0.52
635861;143124;GÖSTATORPAGÖLEN;2005;11;15;1;7.4;6.19;3.57;0.169;0.096;0.101;0.012;0.069;0.019;0.097;27;649;35;0.868;27.7;0.6
635864;137352;SJÖARPASJÖN;2005;11;15;1;7.7;6.91;6.1;0.353;0.069;0.168;0.021;0.246;0.072;0.163;33;394;14;0.447;16.5;0.52
635878;137392;HAGASJÖN;2005;11;15;1;7.8;6.61;4.67;0.152;0.074;0.152;0.021;0.094;0.094;0.171;25;232;13;0.14;8.5;0.22
636099;145222;PRÄSTABOSJÖN;2005;11;17;1;7;7.16;12.1;0.515;0.324;0.297;0.064;0.709;0.237;0.203;35;453;17;0.056;4.2;4.22
636207;137026;HAGELSTORPSGÖL;2005;11;15;1;7.1;5.46;4.72;0.158;0.073;0.185;0.028;-0.006;0.055;0.179;108;666;27;0.785;28.4;0.75
636348;146279;LINDÅSASJÖN;2005;11;17;1;7.3;7.41;12;0.477;0.241;0.367;0.071;0.438;0.217;0.373;15;360;9;0.034;7.2;0.32
636553;138670;VIPPSJÖN;2005;11;15;1;7.7;7.34;7.96;0.571;0.054;0.145;0.01;0.495;0.095;0.139;25;186;6;0.054;6.7;0.13
636654;144118;NÅLSJÖN;2005;11;17;1;5.8;7;9.36;0.417;0.213;0.265;0.034;0.342;0.177;0.248;240;833;31;0.265;11.3;2.52
636701;138859;ÅLARYDSSJÖN;2005;11;15;1;6.9;6.9;5.67;0.385;0.06;0.143;0.013;0.219;0.071;0.146;92;364;12;0.401;18.1;0.52
636728;145193;FLÖGEN;2005;11;17;1;6.6;7.27;9.63;0.457;0.214;0.255;0.039;0.358;0.199;0.24;259;681;30;0.256;13.1;2.42
636889;141837;KÅRASJÖN;2005;11;15;1;7.1;7.21;6.93;0.499;0.064;0.134;0.011;0.402;0.095;0.115;82;336;11;0.173;11;0.21
636913;138401;BYASJÖN;2005;11;15;1;7.4;7.03;5.97;0.409;0.053;0.135;0.011;0.283;0.068;0.14;47;319;9;0.276;12.9;0.48
636930;137344;KLOSJÖN;2005;11;15;1;7.7;7.23;6.94;0.49;0.055;0.137;0.008;0.395;0.064;0.134;28;333;9;0.217;11.3;0.24
636957;137776;SPRINGSGÖL;2005;11;15;1;7.2;5.48;4.16;0.151;0.059;0.161;0.01;0.003;0.067;0.154;38;374;15;0.56;21.8;0.56
637018;142188;VAKÅSASJÖN;2005;11;15;1;6.7;6.63;4.59;0.183;0.101;0.154;0.022;0.092;0.062;0.16;77;492;20;0.402;17.3;0.41
637072;148216;RAMSEN;2005;11;17;1;6.9;7.08;6.94;0.41;0.114;0.168;0.023;0.34;0.109;0.125;91;410;12;0.228;14.9;2.76
637192;146323;HÖKASJÖN;2005;11;17;1;5.8;7.08;11.2;0.489;0.267;0.316;0.042;0.437;0.249;0.28;111;601;16;0.18;10.6;2.96
637248;143863;MOSTORPAGÖLEN;2005;11;17;1;5.6;6.94;6.18;0.257;0.122;0.172;0.037;0.224;0.117;0.179;7;438;23;0.104;9.2;0.16
637356;145274;EKENÄSSJÖN;2005;11;17;1;5.3;7.54;17.2;0.606;0.209;0.798;0.056;0.643;0.414;0.504;81;568;24;0.051;9.3;0.17
637377;141364;LÅNGSERUMSSJÖN;2005;11;15;1;7.6;6.91;5.33;0.27;0.088;0.146;0.02;0.19;0.083;0.138;86;407;20;0.326;13.4;0.67
637379;137645;NORRA VALLSJÖN;2005;11;15;1;7.6;7.31;6.73;0.433;0.065;0.147;0.015;0.347;0.085;0.147;41;245;11;0.118;9.2;0.33
637382;148784;FLEN;2005;11;16;1;7.5;7.03;6.26;0.288;0.104;0.183;0.023;0.159;0.177;0.135;58;738;15;0.166;12.3;1.21
637469;147319;FAGERHULTASJÖN;2005;11;17;1;6.6;7.34;7.62;0.391;0.128;0.199;0.026;0.292;0.175;0.171;8;273;6;0.05;9;0.93
637475;146936;VRÅNGEN;2005;11;17;1;5.2;7.02;5.32;0.184;0.108;0.181;0.023;0.162;0.132;0.141;8;336;10;0.045;7.1;0.61
637576;138101;ÖSJÖN;2005;11;15;1;7.3;6.87;5.96;0.401;0.07;0.148;0.013;0.254;0.061;0.149;45;295;12;0.433;18.2;0.56
637685;137929;FÄRJESJÖN;2005;11;15;1;7.6;7.2;7.16;0.437;0.088;0.17;0.02;0.362;0.091;0.155;73;294;12;0.232;11.4;0.24
637749;140131;GÄRAHOVSGÖLEN;2005;11;15;1;7.3;6.93;9.9;0.542;0.182;0.197;0.059;0.434;0.225;0.184;280;724;26;0.343;14.1;1.41
637788;143448;STORESJÖN;2005;11;17;1;5.8;7.14;5.5;0.238;0.13;0.149;0.018;0.203;0.11;0.139;22;317;12;0.092;8.4;1.55
638146;146910;MYCKLAFLON;2005;11;17;1;7.2;7.3;9.83;0.469;0.175;0.263;0.038;0.335;0.253;0.263;24;415;7;0.027;7.5;0.35
638154;142863;ALMESÅKRAGÖLEN;2005;11;17;1;5.6;7.03;6.96;0.405;0.1;0.206;0.012;0.402;0.034;0.176;22;458;16;0.417;12.5;1.75
638168;140554;FÄNGEN;2005;11;15;1;8.2;7.39;10.4;0.536;0.161;0.288;0.023;0.496;0.147;0.288;100;373;11;0.097;8.1;0.43
638184;148366;MELLANGÖLEN;2005;11;16;1;6.4;6.65;4.77;0.265;0.072;0.139;0.02;0.141;0.077;0.095;24;892;19;0.502;22;2.71
638272;138865;FLATVATTNET;2005;11;15;1;7.2;7.43;8.6;0.726;0.059;0.14;0.013;0.572;0.051;0.146;84;386;15;0.455;17.2;0.4
638429;144330;SKÄRVINGEN;2005;11;16;1;7.4;7.14;6.94;0.392;0.097;0.161;0.028;0.321;0.109;0.163;16;584;8;0.042;6.1;0.28
638458;145177;INGARPASJÖN;2005;11;17;1;4.6;7.55;19;1.296;0.292;0.317;0.09;1.102;0.378;0.344;25;794;35;0.081;13.8;3.3
638664;148953;ÅSJÖN;2005;11;16;1;6.8;7.07;10;0.467;0.187;0.291;0.034;0.392;0.217;0.234;234;908;14;0.184;8.8;3.44
638701;145096;KVITTEN;2005;11;17;1;4.6;7.25;14.3;0.834;0.242;0.326;0.048;0.698;0.251;0.325;183;659;21;0.143;12.7;1.97
638725;146677;FJÄRASJÖ;2005;11;17;1;6.7;6.95;5.77;0.245;0.126;0.169;0.011;0.137;0.16;0.151;17;419;11;0.088;9.8;0.85
638789;141388;ÄLESJÖN;2005;11;15;1;6.9;6.08;4.4;0.178;0.065;0.154;0.012;0.058;0.097;0.148;20;404;20;0.348;13.9;0.47
639017;144472;SÖDRA VIXEN;2005;11;16;1;7.7;7.36;9.23;0.471;0.146;0.252;0.026;0.399;0.166;0.251;14;615;16;0.028;4.6;0.55
639139;141523;BRETOFTAGÖLEN;2005;11;15;1;6.9;6.87;5.78;0.293;0.105;0.172;0.024;0.237;0.057;0.153;35;502;23;0.491;17;1
639242;143433;INGSBERGSSJÖN;2005;11;17;1;4.3;7.57;18;0.738;0.219;0.746;0.047;0.859;0.09;0.71;17;295;38;0.042;5.3;0.1
639313;147403;NÄSSJASJÖN;2005;11;16;1;6.5;7.19;7.04;0.424;0.122;0.156;0.025;0.339;0.133;0.107;54;777;18;0.27;12.5;1.1
639481;139889;TAHESJÖN;2005;11;15;1;7.3;7.19;5.94;0.335;0.092;0.137;0.019;0.301;0.068;0.137;27;314;15;0.1;8.7;0.61
639856;145787;STENSJÖN;2005;11;16;1;6.4;7.06;6.24;0.406;0.087;0.162;0.018;0.279;0.088;0.109;53;796;18;0.448;16.9;2.38
639905;143013;RYSSBYSJÖN;2005;11;17;1;5;7.14;16;0.614;0.253;0.575;0.073;0.34;0.171;0.695;1066;1643;130;0.242;12.6;0.59
639936;138649;GÖLEN;2005;11;10;1;8.1;6.42;4.22;0.124;0.078;0.174;0.022;0.069;0.065;0.157;32;336;14;0.264;17.3;2.14
640005;140314;BARNARPASJÖN;2005;11;15;1;7.3;7.49;18.5;1.006;0.329;0.381;0.105;1.103;0.284;0.41;75;415;137;0.044;5.9;0.46
640103;144811;ROSJÖN;2005;11;17;1;7;7.32;11.5;0.59;0.177;0.32;0.034;0.513;0.189;0.295;33;443;15;0.291;8.6;1.64
640328;142402;SKÄRSJÖN;2005;11;17;1;7;6.97;6.16;0.211;0.201;0.161;0.013;0.22;0.166;0.153;31;309;8;0.032;4.7;0.33
640395;144005;VÄSSLEDASJÖN;2005;11;17;1;5.5;7.33;10.5;0.627;0.146;0.262;0.041;0.456;0.173;0.253;239;822;33;0.289;15.4;2.4
640515;144196;FLISBYSJÖN;2005;11;17;1;6.2;7.36;9.73;0.572;0.145;0.246;0.034;0.422;0.158;0.227;176;666;42;0.248;14.5;1.56
640923;145019;ASSJÖN;2005;11;17;1;7.2;7.44;9.18;0.558;0.131;0.177;0.032;0.4;0.241;0.171;19;395;7;0.034;6.7;0.1
641104;141471;VISJÖN;2005;11;17;1;5.7;6.64;6.41;0.282;0.151;0.181;0.015;0.101;0.164;0.2;35;347;27;0.299;17.7;1.06
641149;144106;ANEBYSJÖN;2005;11;17;1;5.7;7.41;9.88;0.59;0.141;0.247;0.036;0.445;0.172;0.224;131;619;40;0.225;14;0.74
641691;140988;LANDSJÖN;2005;11;17;1;7.4;7.92;26.3;1.663;0.627;0.436;0.089;1.832;0.511;0.391;37;456;203;0.031;6.3;2.91
641753;141928;LILLESJÖN;2005;11;17;1;5.8;7.27;9.38;0.502;0.219;0.198;0.03;0.519;0.164;0.176;7;403;30;0.103;8.5;0.15
641863;137912;BRÄNGEN;2005;11;10;1;8;7.36;8.21;0.472;0.101;0.209;0.023;0.361;0.116;0.25;20;337;14;0.094;15.8;0.66
642136;144141;RALÅNGEN;2005;11;17;1;4.9;7.68;14.7;1.001;0.169;0.302;0.04;0.831;0.258;0.26;105;541;37;0.103;10.4;0.73
642180;139374;GÖLASJÖARNA;2005;11;10;1;7.4;6.51;8.83;0.336;0.18;0.253;0.116;0.217;0.119;0.339;45;862;84;0.618;30.5;1.88
642253;138558;MULLSJÖN;2005;11;10;1;8.2;7.13;11.4;0.388;0.131;0.487;0.053;0.337;0.121;0.563;33;371;13;0.067;13;0.57
642633;142169;BUNN;2005;12;1;1;;7.58;12.9;0.84;0.172;0.252;0.035;0.677;0.273;0.267;30;507;14;0.036;7.5;0.72
642933;138293;STRÅKEN;2005;11;10;1;8.2;7.31;10.5;0.578;0.127;0.271;0.034;0.45;0.164;0.301;192;435;15;0.115;18.3;1.48
643125;144824;SÄBYSJÖN;2005;11;18;1;4.3;7.68;17.7;1.313;0.177;0.306;0.043;1.04;0.376;0.276;392;517;30;0.084;10.2;1.72
643342;143728;VÄNSTERN;2005;11;18;1;6.8;7.79;17.1;1.44;0.139;0.197;0.03;1.111;0.416;0.175;32;587;15;0.049;9.5;1.76
643456;143183;BOTILSTORPSGÖLEN;2005;11;18;1;4.7;7.28;20.4;1.826;0.163;0.196;0.046;1.618;0.303;0.184;24;550;28;0.113;11.6;2.77
643532;138207;SJÖBACKASJÖN;2005;11;10;1;7.1;6.65;3.9;0.313;0.032;0.069;0.012;0.192;0.036;0.068;19;496;22;0.288;23.4;0.18
643658;140130;BASTASJÖN;2005;11;10;1;7.6;7.24;6.27;0.454;0.05;0.112;0.012;0.436;0.056;0.087;15;260;12;0.067;15.1;0.21
624950;144473;IRESJÖN;2005;11;16;1;7.3;6.13;9.87;0.274;0.146;0.492;0.025;0.085;0.12;0.446;47;805;64;0.724;23.8;4.03
625148;143542;STOMSJÖN;2005;11;15;1;7.8;6.79;9.68;0.332;0.138;0.382;0.036;0.135;0.19;0.387;78;898;18;0.307;16.6;0.61
625528;143879;LUNKSJÖN;2005;11;15;1;8.4;7.19;9.48;0.504;0.116;0.276;0.027;0.322;0.189;0.242;159;900;16;0.265;16.1;0.64
625657;146286;ÄLGSJÖN;2005;11;16;1;7.4;5.51;4.35;0.118;0.067;0.168;0.018;0;0.126;0.145;33;468;15;0.378;13.1;1.45
625684;143098;HÖNSHYLTEFJORDEN;2005;11;15;1;7.9;6.95;8.49;0.285;0.133;0.321;0.041;0.188;0.175;0.285;38;985;34;0.117;10.9;0.14
625685;142769;SAMLAGYL;2005;11;15;1;7.6;6;5.97;0.207;0.089;0.225;0.017;0.077;0.13;0.168;24;1136;20;0.5;21.1;1.2
